code,single,multi_1,multi_2
'0JHJ0NZ','175','15','15.9'
'0JHJ3NZ','175','15','15.9'
'0JHK0NZ','175','15','15.9'
'0JHK3NZ','175','15','15.9'
'0JHL0NZ','175','15','15.9'
'0JHL0VZ','175','15','15.9'
'0JHL0WZ','175','15','15.9'
'0JHL3NZ','175','15','15.9'
'0JHL3VZ','175','15','15.9'
'0JHM0NZ','175','15','15.9'
'0JHM0VZ','175','15','15.9'
'0JHM0WZ','175','15','15.9'
'0JHM3NZ','175','15','15.9'
'0JHM3VZ','175','15','15.9'
'0JHN0NZ','175','15','15.9'
'0JHN0VZ','175','15','15.9'
'0JHN0WZ','175','15','15.9'
'0JHN3NZ','175','15','15.9'
'0JHN3VZ','175','15','15.9'
'0JHP0NZ','175','15','15.9'
'0JHP0VZ','175','15','15.9'
'0JHP0WZ','175','15','15.9'
'0JHP3NZ','175','15','15.9'
'0JHP3VZ','175','15','15.9'
'0JHQ0NZ','175','15','15.9'
'0JHQ3NZ','175','15','15.9'
'0JHR0NZ','175','15','15.9'
'0JHR3NZ','175','15','15.9'
'0JHS0YZ','175','15','15.9'
'0JHT0VZ','175','15','15.9'
'0JHT0YZ','175','15','15.9'
'0JHT3VZ','175','15','15.9'
'0JHV0YZ','175','15','15.9'
'0JHW0YZ','175','15','15.9'
'0JN00ZZ','175','15','15.9'
'0JN03ZZ','175','15','15.9'
'0JN10ZZ','175','15','15.9'
'0JN13ZZ','175','15','15.9'
'0JN40ZZ','175','15','15.9'
'0JN43ZZ','175','15','15.9'
'0JN50ZZ','175','15','15.9'
'0JN53ZZ','175','15','15.9'
'0JN60ZZ','175','15','15.9'
'0JN63ZZ','175','15','15.9'
'0JN70ZZ','175','15','15.9'
'0JN73ZZ','175','15','15.9'
'0JN80ZZ','175','15','15.9'
'0JN83ZZ','175','15','15.9'
'0JN90ZZ','175','15','15.9'
'0JN93ZZ','175','15','15.9'
'0JNB0ZZ','175','15','15.9'
'0JNB3ZZ','175','15','15.9'
'0JNC0ZZ','175','15','15.9'
'0JNC3ZZ','175','15','15.9'
'0JND0ZZ','175','15','15.9'
'0JND3ZZ','175','15','15.9'
'0JNF0ZZ','175','15','15.9'
'0JNF3ZZ','175','15','15.9'
'0JNG0ZZ','175','15','15.9'
'0JNG3ZZ','175','15','15.9'
'0JNH0ZZ','175','15','15.9'
'0JNH3ZZ','175','15','15.9'
'0JNJ0ZZ','175','15','15.9'
'0JNJ3ZZ','175','15','15.9'
'0JNK0ZZ','175','15','15.9'
'0JNK3ZZ','175','15','15.9'
'0JNL0ZZ','175','15','15.9'
'0JNL3ZZ','175','15','15.9'
'0JNM0ZZ','175','15','15.9'
'0JNM3ZZ','175','15','15.9'
'0JNN0ZZ','175','15','15.9'
'0JNN3ZZ','175','15','15.9'
'0JNP0ZZ','175','15','15.9'
'0JNP3ZZ','175','15','15.9'
'0JNQ0ZZ','175','15','15.9'
'0JNQ3ZZ','175','15','15.9'
'0JNR0ZZ','175','15','15.9'
'0JNR3ZZ','175','15','15.9'
'0JR007Z','175','15','15.9'
'0JR00JZ','175','15','15.9'
'0JR00KZ','175','15','15.9'
'0JR037Z','175','15','15.9'
'0JR03JZ','175','15','15.9'
'0JR03KZ','175','15','15.9'
'0JR107Z','175','15','15.9'
'0JR10JZ','175','15','15.9'
'0JR10KZ','175','15','15.9'
'0JR137Z','175','15','15.9'
'0JR13JZ','175','15','15.9'
'0JR13KZ','175','15','15.9'
'0JR407Z','175','15','15.9'
'0JR40JZ','175','15','15.9'
'0JR40KZ','175','15','15.9'
'0JR437Z','175','15','15.9'
'0JR43JZ','175','15','15.9'
'0JR43KZ','175','15','15.9'
'0JR507Z','175','15','15.9'
'0JR50JZ','175','15','15.9'
'0JR50KZ','175','15','15.9'
'0JR537Z','175','15','15.9'
'0JR53JZ','175','15','15.9'
'0JR53KZ','175','15','15.9'
'0JR607Z','175','15','15.9'
'0JR60JZ','175','15','15.9'
'0JR60KZ','175','15','15.9'
'0JR637Z','175','15','15.9'
'0JR63JZ','175','15','15.9'
'0JR63KZ','175','15','15.9'
'0JR707Z','175','15','15.9'
'0JR70JZ','175','15','15.9'
'0JR70KZ','175','15','15.9'
'0JR737Z','175','15','15.9'
'0JR73JZ','175','15','15.9'
'0JR73KZ','175','15','15.9'
'0JR807Z','175','15','15.9'
'0JR80JZ','175','15','15.9'
'0JR80KZ','175','15','15.9'
'0JR837Z','175','15','15.9'
'0JR83JZ','175','15','15.9'
'0JR83KZ','175','15','15.9'
'0JR907Z','175','15','15.9'
'0JR90JZ','175','15','15.9'
'0JR90KZ','175','15','15.9'
'0JR937Z','175','15','15.9'
'0JR93JZ','175','15','15.9'
'0JR93KZ','175','15','15.9'
'0JRB07Z','175','15','15.9'
'0JRB0JZ','175','15','15.9'
'0JRB0KZ','175','15','15.9'
'0JRB37Z','175','15','15.9'
'0JRB3JZ','175','15','15.9'
'0JRB3KZ','175','15','15.9'
'0JRC07Z','175','15','15.9'
'0JRC0JZ','175','15','15.9'
'0JRC0KZ','175','15','15.9'
'0JRC37Z','175','15','15.9'
'0JRC3JZ','175','15','15.9'
'0JRC3KZ','175','15','15.9'
'0JRD07Z','175','15','15.9'
'0JRD0JZ','175','15','15.9'
'0JRD0KZ','175','15','15.9'
'0JRD37Z','175','15','15.9'
'0JRD3JZ','175','15','15.9'
'0JRD3KZ','175','15','15.9'
'0JRF07Z','175','15','15.9'
'0JRF0JZ','175','15','15.9'
'0JRF0KZ','175','15','15.9'
'0JRF37Z','175','15','15.9'
'0JRF3JZ','175','15','15.9'
'0JRF3KZ','175','15','15.9'
'0JRG07Z','175','15','15.9'
'0JRG0JZ','175','15','15.9'
'0JRG0KZ','175','15','15.9'
'0JRG37Z','175','15','15.9'
'0JRG3JZ','175','15','15.9'
'0JRG3KZ','175','15','15.9'
'0JRH07Z','175','15','15.9'
'0JRH0JZ','175','15','15.9'
'0JRH0KZ','175','15','15.9'
'0JRH37Z','175','15','15.9'
'0JRH3JZ','175','15','15.9'
'0JRH3KZ','175','15','15.9'
'0JRJ07Z','175','15','15.9'
'0JRJ0JZ','175','15','15.9'
'0JRJ0KZ','175','15','15.9'
'0JRJ37Z','175','15','15.9'
'0JRJ3JZ','175','15','15.9'
'0JRJ3KZ','175','15','15.9'
'0JRK07Z','175','15','15.9'
'0JRK0JZ','175','15','15.9'
'0JRK0KZ','175','15','15.9'
'0JRK37Z','175','15','15.9'
'0JRK3JZ','175','15','15.9'
'0JRK3KZ','175','15','15.9'
'0JRL07Z','175','15','15.9'
'0JRL0JZ','175','15','15.9'
'0JRL0KZ','175','15','15.9'
'0JRL37Z','175','15','15.9'
'0JRL3JZ','175','15','15.9'
'0JRL3KZ','175','15','15.9'
'0JRM07Z','175','15','15.9'
'0JRM0JZ','175','15','15.9'
'0JRM0KZ','175','15','15.9'
'0JRM37Z','175','15','15.9'
'0JRM3JZ','175','15','15.9'
'0JRM3KZ','175','15','15.9'
'0JRN07Z','175','15','15.9'
'0JRN0JZ','175','15','15.9'
'0JRN0KZ','175','15','15.9'
'0JRN37Z','175','15','15.9'
'0JRN3JZ','175','15','15.9'
'0JRN3KZ','175','15','15.9'
'0JRP07Z','175','15','15.9'
'0JRP0JZ','175','15','15.9'
'0JRP0KZ','175','15','15.9'
'0JRP37Z','175','15','15.9'
'0JRP3JZ','175','15','15.9'
'0JRP3KZ','175','15','15.9'
'0JRQ07Z','175','15','15.9'
'0JRQ0JZ','175','15','15.9'
'0JRQ0KZ','175','15','15.9'
'0JRQ37Z','175','15','15.9'
'0JRQ3JZ','175','15','15.9'
'0JRQ3KZ','175','15','15.9'
'0JRR07Z','175','15','15.9'
'0JRR0JZ','175','15','15.9'
'0JRR0KZ','175','15','15.9'
'0JRR37Z','175','15','15.9'
'0JRR3JZ','175','15','15.9'
'0JRR3KZ','175','15','15.9'
'0JU007Z','175','15','15.9'
'0JU00JZ','175','15','15.9'
'0JU00KZ','175','15','15.9'
'0JU037Z','175','15','15.9'
'0JU03JZ','175','15','15.9'
'0JU03KZ','175','15','15.9'
'0JU107Z','175','15','15.9'
'0JU10JZ','175','15','15.9'
'0JU10KZ','175','15','15.9'
'0JU137Z','175','15','15.9'
'0JU13JZ','175','15','15.9'
'0JU13KZ','175','15','15.9'
'0JU407Z','175','15','15.9'
'0JU40JZ','175','15','15.9'
'0JU40KZ','175','15','15.9'
'0JU437Z','175','15','15.9'
'0JU43JZ','175','15','15.9'
'0JU43KZ','175','15','15.9'
'0JU507Z','175','15','15.9'
'0JU50JZ','175','15','15.9'
'0JU50KZ','175','15','15.9'
'0JU537Z','175','15','15.9'
'0JU53JZ','175','15','15.9'
'0JU53KZ','175','15','15.9'
'0JU607Z','175','15','15.9'
'0JU60JZ','175','15','15.9'
'0JU60KZ','175','15','15.9'
'0JU637Z','175','15','15.9'
'0JU63JZ','175','15','15.9'
'0JU63KZ','175','15','15.9'
'0JU707Z','175','15','15.9'
'0JU70JZ','175','15','15.9'
'0JU70KZ','175','15','15.9'
'0JU737Z','175','15','15.9'
'0JU73JZ','175','15','15.9'
'0JU73KZ','175','15','15.9'
'0JU807Z','175','15','15.9'
'0JU80JZ','175','15','15.9'
'0JU80KZ','175','15','15.9'
'0JU837Z','175','15','15.9'
'0JU83JZ','175','15','15.9'
'0JU83KZ','175','15','15.9'
'0JU907Z','175','15','15.9'
'0JU90JZ','175','15','15.9'
'0JU90KZ','175','15','15.9'
'0JU937Z','175','15','15.9'
'0JU93JZ','175','15','15.9'
'0JU93KZ','175','15','15.9'
'0JUB07Z','175','15','15.9'
'0JUB0JZ','175','15','15.9'
'0JUB0KZ','175','15','15.9'
'0JUB37Z','175','15','15.9'
'0JUB3JZ','175','15','15.9'
'0JUB3KZ','175','15','15.9'
'0JUC07Z','175','15','15.9'
'0JUC0JZ','175','15','15.9'
'0JUC0KZ','175','15','15.9'
'0JUC37Z','175','15','15.9'
'0JUC3JZ','175','15','15.9'
'0JUC3KZ','175','15','15.9'
'0JUD07Z','175','15','15.9'
'0JUD0JZ','175','15','15.9'
'0JUD0KZ','175','15','15.9'
'0JUD37Z','175','15','15.9'
'0JUD3JZ','175','15','15.9'
'0JUD3KZ','175','15','15.9'
'0JUF07Z','175','15','15.9'
'0JUF0JZ','175','15','15.9'
'0JUF0KZ','175','15','15.9'
'0JUF37Z','175','15','15.9'
'0JUF3JZ','175','15','15.9'
'0JUF3KZ','175','15','15.9'
'0JUG07Z','175','15','15.9'
'0JUG0JZ','175','15','15.9'
'0JUG0KZ','175','15','15.9'
'0JUG37Z','175','15','15.9'
'0JUG3JZ','175','15','15.9'
'0JUG3KZ','175','15','15.9'
'0JUH07Z','175','15','15.9'
'0JUH0JZ','175','15','15.9'
'0JUH0KZ','175','15','15.9'
'0JUH37Z','175','15','15.9'
'0JUH3JZ','175','15','15.9'
'0JUH3KZ','175','15','15.9'
'0JUJ07Z','175','15','15.9'
'0JUJ0JZ','175','15','15.9'
'0JUJ0KZ','175','15','15.9'
'0JUJ37Z','175','15','15.9'
'0JUJ3JZ','175','15','15.9'
'0JUJ3KZ','175','15','15.9'
'0JUK07Z','175','15','15.9'
'0JUK0JZ','175','15','15.9'
'0JUK0KZ','175','15','15.9'
'0JUK37Z','175','15','15.9'
'0JUK3JZ','175','15','15.9'
'0JUK3KZ','175','15','15.9'
'0JUL07Z','175','15','15.9'
'0JUL0JZ','175','15','15.9'
'0JUL0KZ','175','15','15.9'
'0JUL37Z','175','15','15.9'
'0JUL3JZ','175','15','15.9'
'0JUL3KZ','175','15','15.9'
'0JUM07Z','175','15','15.9'
'0JUM0JZ','175','15','15.9'
'0JUM0KZ','175','15','15.9'
'0JUM37Z','175','15','15.9'
'0JUM3JZ','175','15','15.9'
'0JUM3KZ','175','15','15.9'
'0JUN07Z','175','15','15.9'
'0JUN0JZ','175','15','15.9'
'0JUN0KZ','175','15','15.9'
'0JUN37Z','175','15','15.9'
'0JUN3JZ','175','15','15.9'
'0JUN3KZ','175','15','15.9'
'0JUP07Z','175','15','15.9'
'0JUP0JZ','175','15','15.9'
'0JUP0KZ','175','15','15.9'
'0JUP37Z','175','15','15.9'
'0JUP3JZ','175','15','15.9'
'0JUP3KZ','175','15','15.9'
'0JUQ07Z','175','15','15.9'
'0JUQ0JZ','175','15','15.9'
'0JUQ0KZ','175','15','15.9'
'0JUQ37Z','175','15','15.9'
'0JUQ3JZ','175','15','15.9'
'0JUQ3KZ','175','15','15.9'
'0JUR07Z','175','15','15.9'
'0JUR0JZ','175','15','15.9'
'0JUR0KZ','175','15','15.9'
'0JUR37Z','175','15','15.9'
'0JUR3JZ','175','15','15.9'
'0JUR3KZ','175','15','15.9'
'0JWT02Z','175','15','15.9'
'0JWT0YZ','175','15','15.9'
'0JWT32Z','175','15','15.9'
'0JX00ZB','175','15','15.9'
'0JX00ZC','175','15','15.9'
'0JX00ZZ','175','15','15.9'
'0JX03ZB','175','15','15.9'
'0JX03ZC','175','15','15.9'
'0JX03ZZ','175','15','15.9'
'0JX10ZB','175','15','15.9'
'0JX10ZC','175','15','15.9'
'0JX10ZZ','175','15','15.9'
'0JX13ZB','175','15','15.9'
'0JX13ZC','175','15','15.9'
'0JX13ZZ','175','15','15.9'
'0JX40ZB','175','15','15.9'
'0JX40ZC','175','15','15.9'
'0JX40ZZ','175','15','15.9'
'0JX43ZB','175','15','15.9'
'0JX43ZC','175','15','15.9'
'0JX43ZZ','175','15','15.9'
'0JX50ZB','175','15','15.9'
'0JX50ZC','175','15','15.9'
'0JX50ZZ','175','15','15.9'
'0JX53ZB','175','15','15.9'
'0JX53ZC','175','15','15.9'
'0JX53ZZ','175','15','15.9'
'0JX60ZB','175','15','15.9'
'0JX60ZC','175','15','15.9'
'0JX60ZZ','175','15','15.9'
'0JX63ZB','175','15','15.9'
'0JX63ZC','175','15','15.9'
'0JX63ZZ','175','15','15.9'
'0JX70ZB','175','15','15.9'
'0JX70ZC','175','15','15.9'
'0JX70ZZ','175','15','15.9'
'0JX73ZB','175','15','15.9'
'0JX73ZC','175','15','15.9'
'0JX73ZZ','175','15','15.9'
'0JX80ZB','175','15','15.9'
'0JX80ZC','175','15','15.9'
'0JX80ZZ','175','15','15.9'
'0JX83ZB','175','15','15.9'
'0JX83ZC','175','15','15.9'
'0JX83ZZ','175','15','15.9'
'0JX90ZB','175','15','15.9'
'0JX90ZC','175','15','15.9'
'0JX90ZZ','175','15','15.9'
'0JX93ZB','175','15','15.9'
'0JX93ZC','175','15','15.9'
'0JX93ZZ','175','15','15.9'
'0JXB0ZB','175','15','15.9'
'0JXB0ZC','175','15','15.9'
'0JXB0ZZ','175','15','15.9'
'0JXB3ZB','175','15','15.9'
'0JXB3ZC','175','15','15.9'
'0JXB3ZZ','175','15','15.9'
'0JXC0ZB','175','15','15.9'
'0JXC0ZC','175','15','15.9'
'0JXC0ZZ','175','15','15.9'
'0JXC3ZB','175','15','15.9'
'0JXC3ZC','175','15','15.9'
'0JXC3ZZ','175','15','15.9'
'0JXD0ZB','175','15','15.9'
'0JXD0ZC','175','15','15.9'
'0JXD0ZZ','175','15','15.9'
'0JXD3ZB','175','15','15.9'
'0JXD3ZC','175','15','15.9'
'0JXD3ZZ','175','15','15.9'
'0JXF0ZB','175','15','15.9'
'0JXF0ZC','175','15','15.9'
'0JXF0ZZ','175','15','15.9'
'0JXF3ZB','175','15','15.9'
'0JXF3ZC','175','15','15.9'
'0JXF3ZZ','175','15','15.9'
'0JXG0ZB','175','15','15.9'
'0JXG0ZC','175','15','15.9'
'0JXG0ZZ','175','15','15.9'
'0JXG3ZB','175','15','15.9'
'0JXG3ZC','175','15','15.9'
'0JXG3ZZ','175','15','15.9'
'0JXH0ZB','175','15','15.9'
'0JXH0ZC','175','15','15.9'
'0JXH0ZZ','175','15','15.9'
'0JXH3ZB','175','15','15.9'
'0JXH3ZC','175','15','15.9'
'0JXH3ZZ','175','15','15.9'
'0JXJ0ZB','175','15','15.9'
'0JXJ0ZC','175','15','15.9'
'0JXJ0ZZ','175','15','15.9'
'0JXJ3ZB','175','15','15.9'
'0JXJ3ZC','175','15','15.9'
'0JXJ3ZZ','175','15','15.9'
'0JXK0ZB','175','15','15.9'
'0JXK0ZC','175','15','15.9'
'0JXK0ZZ','175','15','15.9'
'0JXK3ZB','175','15','15.9'
'0JXK3ZC','175','15','15.9'
'0JXK3ZZ','175','15','15.9'
'0JXL0ZB','175','15','15.9'
'0JXL0ZC','175','15','15.9'
'0JXL0ZZ','175','15','15.9'
'0JXL3ZB','175','15','15.9'
'0JXL3ZC','175','15','15.9'
'0JXL3ZZ','175','15','15.9'
'0JXM0ZB','175','15','15.9'
'0JXM0ZC','175','15','15.9'
'0JXM0ZZ','175','15','15.9'
'0JXM3ZB','175','15','15.9'
'0JXM3ZC','175','15','15.9'
'0JXM3ZZ','175','15','15.9'
'0JXN0ZB','175','15','15.9'
'0JXN0ZC','175','15','15.9'
'0JXN0ZZ','175','15','15.9'
'0JXN3ZB','175','15','15.9'
'0JXN3ZC','175','15','15.9'
'0JXN3ZZ','175','15','15.9'
'0JXP0ZB','175','15','15.9'
'0JXP0ZC','175','15','15.9'
'0JXP0ZZ','175','15','15.9'
'0JXP3ZB','175','15','15.9'
'0JXP3ZC','175','15','15.9'
'0JXP3ZZ','175','15','15.9'
'0JXQ0ZB','175','15','15.9'
'0JXQ0ZC','175','15','15.9'
'0JXQ0ZZ','175','15','15.9'
'0JXQ3ZB','175','15','15.9'
'0JXQ3ZC','175','15','15.9'
'0JXQ3ZZ','175','15','15.9'
'0JXR0ZB','175','15','15.9'
'0JXR0ZC','175','15','15.9'
'0JXR0ZZ','175','15','15.9'
'0JXR3ZB','175','15','15.9'
'0JXR3ZC','175','15','15.9'
'0JXR3ZZ','175','15','15.9'
'0W0F07Z','175','15','15.9'
'0W0F0JZ','175','15','15.9'
'0W0F0KZ','175','15','15.9'
'0W0F0ZZ','175','15','15.9'
'0W0F37Z','175','15','15.9'
'0W0F3JZ','175','15','15.9'
'0W0F3KZ','175','15','15.9'
'0W0F3ZZ','175','15','15.9'
'0W0F47Z','175','15','15.9'
'0W0F4JZ','175','15','15.9'
'0W0F4KZ','175','15','15.9'
'0W0F4ZZ','175','15','15.9'
'0W9200Z','175','15','15.9'
'0W920ZZ','175','15','15.9'
'0W9240Z','175','15','15.9'
'0W924ZZ','175','15','15.9'
'0W9600Z','175','15','15.9'
'0W960ZZ','175','15','15.9'
'0W9640Z','175','15','15.9'
'0W964ZZ','175','15','15.9'
'0WB00ZZ','175','15','15.9'
'0WB03ZZ','175','15','15.9'
'0WB04ZZ','175','15','15.9'
'0WB0XZZ','175','15','15.9'
'0WB20ZZ','175','15','15.9'
'0WB23ZZ','175','15','15.9'
'0WB24ZZ','175','15','15.9'
'0WB2XZZ','175','15','15.9'
'0WB60ZZ','175','15','15.9'
'0WB63ZZ','175','15','15.9'
'0WB64ZZ','175','15','15.9'
'0WB6XZ2','175','15','15.9'
'0WB6XZZ','175','15','15.9'
'0WM20ZZ','175','15','15.9'
'0WM60ZZ','175','15','15.9'
'0WQ00ZZ','175','15','15.9'
'0WQ03ZZ','175','15','15.9'
'0WQ04ZZ','175','15','15.9'
'0WQ0XZZ','175','15','15.9'
'0WQ20ZZ','175','15','15.9'
'0WQ23ZZ','175','15','15.9'
'0WQ24ZZ','175','15','15.9'
'0WQ2XZZ','175','15','15.9'
'0WQ60ZZ','175','15','15.9'
'0WQ63ZZ','175','15','15.9'
'0WQ64ZZ','175','15','15.9'
'0WQ6XZ2','175','15','15.9'
'0WQ6XZZ','175','15','15.9'
'0WU00JZ','175','15','15.9'
'0WU00KZ','175','15','15.9'
'0WU04JZ','175','15','15.9'
'0WU04KZ','175','15','15.9'
'0WU20JZ','175','15','15.9'
'0WU20KZ','175','15','15.9'
'0WU24JZ','175','15','15.9'
'0WU24KZ','175','15','15.9'
'0WU60JZ','175','15','15.9'
'0WU60KZ','175','15','15.9'
'0WU64JZ','175','15','15.9'
'0WU64KZ','175','15','15.9'
'02YA0Z0','176','16','16.1'
'02YA0Z1','176','16','16.1'
'02YA0Z2','176','16','16.1'
'07YM0Z0','176','16','16.1'
'07YM0Z1','176','16','16.1'
'07YM0Z2','176','16','16.1'
'07YP0Z0','176','16','16.1'
'07YP0Z1','176','16','16.1'
'07YP0Z2','176','16','16.1'
'0BYC0Z0','176','16','16.1'
'0BYC0Z1','176','16','16.1'
'0BYC0Z2','176','16','16.1'
'0BYD0Z0','176','16','16.1'
'0BYD0Z1','176','16','16.1'
'0BYD0Z2','176','16','16.1'
'0BYF0Z0','176','16','16.1'
'0BYF0Z1','176','16','16.1'
'0BYF0Z2','176','16','16.1'
'0BYG0Z0','176','16','16.1'
'0BYG0Z1','176','16','16.1'
'0BYG0Z2','176','16','16.1'
'0BYH0Z0','176','16','16.1'
'0BYH0Z1','176','16','16.1'
'0BYH0Z2','176','16','16.1'
'0BYJ0Z0','176','16','16.1'
'0BYJ0Z1','176','16','16.1'
'0BYJ0Z2','176','16','16.1'
'0BYK0Z0','176','16','16.1'
'0BYK0Z1','176','16','16.1'
'0BYK0Z2','176','16','16.1'
'0BYL0Z0','176','16','16.1'
'0BYL0Z1','176','16','16.1'
'0BYL0Z2','176','16','16.1'
'0BYM0Z0','176','16','16.1'
'0BYM0Z1','176','16','16.1'
'0BYM0Z2','176','16','16.1'
'0DY50Z0','176','16','16.1'
'0DY50Z1','176','16','16.1'
'0DY50Z2','176','16','16.1'
'0DY60Z0','176','16','16.1'
'0DY60Z1','176','16','16.1'
'0DY60Z2','176','16','16.1'
'0DY80Z0','176','16','16.1'
'0DY80Z1','176','16','16.1'
'0DY80Z2','176','16','16.1'
'0DYE0Z0','176','16','16.1'
'0DYE0Z1','176','16','16.1'
'0DYE0Z2','176','16','16.1'
'0FY00Z0','176','16','16.1'
'0FY00Z1','176','16','16.1'
'0FY00Z2','176','16','16.1'
'0FYG0Z0','176','16','16.1'
'0FYG0Z1','176','16','16.1'
'0FYG0Z2','176','16','16.1'
'0UY00Z0','176','16','16.1'
'0UY00Z1','176','16','16.1'
'0UY00Z2','176','16','16.1'
'0UY10Z0','176','16','16.1'
'0UY10Z1','176','16','16.1'
'0UY10Z2','176','16','16.1'
'0UY90Z0','176','16','16.1'
'0UY90Z1','176','16','16.1'
'0UY90Z2','176','16','16.1'
'0WY20Z0','176','16','16.1'
'0WY20Z1','176','16','16.1'
'0XYJ0Z0','176','16','16.1'
'0XYJ0Z1','176','16','16.1'
'0XYK0Z0','176','16','16.1'
'0XYK0Z1','176','16','16.1'
'3E030U0','176','16','16.1'
'3E030U1','176','16','16.1'
'3E033U0','176','16','16.1'
'3E033U1','176','16','16.1'
'3E0J3U0','176','16','16.1'
'3E0J3U1','176','16','16.1'
'3E0J7U0','176','16','16.1'
'3E0J7U1','176','16','16.1'
'3E0J8U0','176','16','16.1'
'3E0J8U1','176','16','16.1'
'B02000Z','177','16','16.2'
'B0200ZZ','177','16','16.2'
'B02010Z','177','16','16.2'
'B0201ZZ','177','16','16.2'
'B020Y0Z','177','16','16.2'
'B020YZZ','177','16','16.2'
'B020ZZZ','177','16','16.2'
'B02700Z','177','16','16.2'
'B0270ZZ','177','16','16.2'
'B02710Z','177','16','16.2'
'B0271ZZ','177','16','16.2'
'B027Y0Z','177','16','16.2'
'B027YZZ','177','16','16.2'
'B027ZZZ','177','16','16.2'
'B02800Z','177','16','16.2'
'B0280ZZ','177','16','16.2'
'B02810Z','177','16','16.2'
'B0281ZZ','177','16','16.2'
'B028Y0Z','177','16','16.2'
'B028YZZ','177','16','16.2'
'B028ZZZ','177','16','16.2'
'B02900Z','177','16','16.2'
'B0290ZZ','177','16','16.2'
'B02910Z','177','16','16.2'
'B0291ZZ','177','16','16.2'
'B029Y0Z','177','16','16.2'
'B029YZZ','177','16','16.2'
'B029ZZZ','177','16','16.2'
'B3250ZZ','177','16','16.2'
'B3251ZZ','177','16','16.2'
'B325YZZ','177','16','16.2'
'B325Z2Z','177','16','16.2'
'B325ZZZ','177','16','16.2'
'B3280ZZ','177','16','16.2'
'B3281ZZ','177','16','16.2'
'B328YZZ','177','16','16.2'
'B328Z2Z','177','16','16.2'
'B328ZZZ','177','16','16.2'
'B32G0ZZ','177','16','16.2'
'B32G1ZZ','177','16','16.2'
'B32GYZZ','177','16','16.2'
'B32GZ2Z','177','16','16.2'
'B32GZZZ','177','16','16.2'
'B32R0ZZ','177','16','16.2'
'B32R1ZZ','177','16','16.2'
'B32RYZZ','177','16','16.2'
'B32RZ2Z','177','16','16.2'
'B32RZZZ','177','16','16.2'
'B52200Z','177','16','16.2'
'B5220ZZ','177','16','16.2'
'B52210Z','177','16','16.2'
'B5221ZZ','177','16','16.2'
'B522Y0Z','177','16','16.2'
'B522YZZ','177','16','16.2'
'B522Z2Z','177','16','16.2'
'B522ZZZ','177','16','16.2'
'B82500Z','177','16','16.2'
'B8250ZZ','177','16','16.2'
'B82510Z','177','16','16.2'
'B8251ZZ','177','16','16.2'
'B825Y0Z','177','16','16.2'
'B825YZZ','177','16','16.2'
'B825ZZZ','177','16','16.2'
'B82600Z','177','16','16.2'
'B8260ZZ','177','16','16.2'
'B82610Z','177','16','16.2'
'B8261ZZ','177','16','16.2'
'B826Y0Z','177','16','16.2'
'B826YZZ','177','16','16.2'
'B826ZZZ','177','16','16.2'
'B82700Z','177','16','16.2'
'B8270ZZ','177','16','16.2'
'B82710Z','177','16','16.2'
'B8271ZZ','177','16','16.2'
'B827Y0Z','177','16','16.2'
'B827YZZ','177','16','16.2'
'B827ZZZ','177','16','16.2'
'B92000Z','177','16','16.2'
'B9200ZZ','177','16','16.2'
'B92010Z','177','16','16.2'
'B9201ZZ','177','16','16.2'
'B920Y0Z','177','16','16.2'
'B920YZZ','177','16','16.2'
'B920ZZZ','177','16','16.2'
'B92200Z','177','16','16.2'
'B9220ZZ','177','16','16.2'
'B92210Z','177','16','16.2'
'B9221ZZ','177','16','16.2'
'B922Y0Z','177','16','16.2'
'B922YZZ','177','16','16.2'
'B922ZZZ','177','16','16.2'
'B92600Z','177','16','16.2'
'B9260ZZ','177','16','16.2'
'B92610Z','177','16','16.2'
'B9261ZZ','177','16','16.2'
'B926Y0Z','177','16','16.2'
'B926YZZ','177','16','16.2'
'B926ZZZ','177','16','16.2'
'B92900Z','177','16','16.2'
'B9290ZZ','177','16','16.2'
'B92910Z','177','16','16.2'
'B9291ZZ','177','16','16.2'
'B929Y0Z','177','16','16.2'
'B929YZZ','177','16','16.2'
'B929ZZZ','177','16','16.2'
'B92D00Z','177','16','16.2'
'B92D0ZZ','177','16','16.2'
'B92D10Z','177','16','16.2'
'B92D1ZZ','177','16','16.2'
'B92DY0Z','177','16','16.2'
'B92DYZZ','177','16','16.2'
'B92DZZZ','177','16','16.2'
'B92F00Z','177','16','16.2'
'B92F0ZZ','177','16','16.2'
'B92F10Z','177','16','16.2'
'B92F1ZZ','177','16','16.2'
'B92FY0Z','177','16','16.2'
'B92FYZZ','177','16','16.2'
'B92FZZZ','177','16','16.2'
'B92J00Z','177','16','16.2'
'B92J0ZZ','177','16','16.2'
'B92J10Z','177','16','16.2'
'B92J1ZZ','177','16','16.2'
'B92JY0Z','177','16','16.2'
'B92JYZZ','177','16','16.2'
'B92JZZZ','177','16','16.2'
'BG2300Z','177','16','16.2'
'BG230ZZ','177','16','16.2'
'BG2310Z','177','16','16.2'
'BG231ZZ','177','16','16.2'
'BG23Y0Z','177','16','16.2'
'BG23YZZ','177','16','16.2'
'BG23ZZZ','177','16','16.2'
'BG2400Z','177','16','16.2'
'BG240ZZ','177','16','16.2'
'BG2410Z','177','16','16.2'
'BG241ZZ','177','16','16.2'
'BG24Y0Z','177','16','16.2'
'BG24YZZ','177','16','16.2'
